year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1985	Kazakhstan	KZ	15403006	NA	38.134	7.534	1.179	0.0	20.7	0.0	0.0	0.0	230.65	57.271	22.66	3.902
1986	Kazakhstan	KZ	15600928	NA	40.066	9.122	1.082	0.0	18.869	0.0	0.0	0.0	235.717	60.161	23.29	4.165
1987	Kazakhstan	KZ	15801753	NA	41.63	9.53	1.297	0.0	18.25	0.0	0.0	0.0	240.307	62.146	24.06	4.514
1988	Kazakhstan	KZ	15982510	NA	43.424	9.937	1.582	0.0	18.335	0.0	0.0	0.0	247.952	62.34	24.96	5.102
1989	Kazakhstan	KZ	16249500	NA	41.446	10.262	1.65	0.023	18.72	0.0	0.0	0.0	241.372	60.159	25.4	4.799
1990	Kazakhstan	KZ	16348000	26932728898.8146	38.719	10.938	1.666	0.0	21.554	0.0	0.0	0.0	239.856	57.073	25.8	5.088
1991	Kazakhstan	KZ	16450500	24881135586.399	37.797	11.484	1.629	0.122	21.748	0.0	0.0	0.0	237.462	56.535	26.6	5.216
1992	Kazakhstan	KZ	16439095	24906939560.1098	38.076	11.81	1.553	0.105	20.33	0.0	0.0	0.0	235.482	54.814	25.8	4.892
1993	Kazakhstan	KZ	16330419	23409027475.6879	34.577	11.321	1.726	0.101	15.73	0.0	0.0	0.0	207.754	48.313	23.0	4.411
1994	Kazakhstan	KZ	16095199	21250839258.0901	33.824	8.959	2.076	0.086	12.321	0.0	0.0	0.0	193.897	45.112	20.312	2.728
1995	Kazakhstan	KZ	15815626	20374307047.115	27.316	9.448	1.884	0.018	11.975	0.0	0.0	0.0	168.206	35.919	20.633	3.434
1996	Kazakhstan	KZ	15577894	21035357832.8019	24.397	7.901	1.658	0.02	10.184	0.0	0.0	0.0	146.429	33.119	22.961	2.969
1997	Kazakhstan	KZ	15333703	22165932062.966	20.945	6.19	1.471	0.068	10.225	0.0	0.0	0.0	129.475	31.457	25.779	4.829
1998	Kazakhstan	KZ	15071300	22135245413.2312	20.624	6.353	1.389	0.02	8.505	0.0	0.0	0.0	123.002	30.313	25.945	4.242
1999	Kazakhstan	KZ	14928426	16870817134.7767	19.096	6.923	1.388	0.0	7.013	0.0	0.0	0.0	113.577	25.313	30.131	5.64
2000	Kazakhstan	KZ	14883626	18291990619.137	17.839	4.366	1.704	0.0	7.066	0.0	0.0	0.0	100.182	32.436	35.317	7.076
2001	Kazakhstan	KZ	14858335	22152689129.5583	22.3	3.836	1.829	0.0	7.671	0.0	0.0	0.0	118.345	34.242	40.091	7.219
2002	Kazakhstan	KZ	14858948	24636598581.0204	22.593	4.04	2.012	0.0	8.295	0.0	0.0	0.0	121.987	31.851	47.271	7.702
2003	Kazakhstan	KZ	14909018	30833692831.3955	24.945	4.754	1.952	0.0	8.901	0.0	0.0	0.0	134.162	36.549	51.448	9.284
2004	Kazakhstan	KZ	15012985	43151647002.6096	26.591	5.253	1.823	0.0	9.111	0.0	0.0	0.0	143.527	37.466	59.501	10.942
2005	Kazakhstan	KZ	15147029	57123671733.8952	26.885	6.29	1.778	0.0	9.331	0.0	0.0	0.0	146.944	37.255	61.493	11.542
2006	Kazakhstan	KZ	15308084	81003884545.4099	28.337	6.647	1.758	0.0	10.651	0.0	0.0	0.0	157.745	41.427	65.066	12.019
2007	Kazakhstan	KZ	15484192	104849886825.584	31.139	8.135	1.849	0.0	11.595	0.0	0.0	0.0	173.253	42.202	67.181	12.435
2008	Kazakhstan	KZ	15674000	133441612246.798	33.788	8.008	1.69	0.0	11.478	0.0	0.0	0.0	186.998	47.943	70.727	14.445
2009	Kazakhstan	KZ	16092701	115308661142.927	30.937	7.464	1.557	0.0	9.288	0.0	0.0	0.0	167.856	43.418	76.495	14.87
2010	Kazakhstan	KZ	16321581	148047348240.643	33.384	7.991	1.815	0.0	9.874	0.0	0.0	0.0	180.539	47.498	79.688	15.845
2011	Kazakhstan	KZ	16556600	192626507971.584	36.34	8.97	1.784	0.0	11.536	0.0	0.0	0.0	199.192	49.751	80.064	15.589
2012	Kazakhstan	KZ	16791425	207998568865.789	36.472	9.707	1.728	0.0	11.531	0.001	0.0	0.001	200.903	51.633	79.279	15.45
2013	Kazakhstan	KZ	17035275	236634552078.102	36.256	10.074	1.749	0.0	12.081	0.001	0.0	0.001	202.584	51.376	82.308	16.603
2014	Kazakhstan	KZ	17289224	221415572819.5	40.974	11.27	1.87	0.0	12.295	0.002	0.0	0.002	225.024	48.896	81.109	16.866
2015	Kazakhstan	KZ	17544126	184388432148.715	35.794	11.569	2.097	0.0	13.183	0.041	0.011	0.03	207.582	46.184	80.174	17.111
2016	Kazakhstan	KZ	17544126	NA	35.611	12.041	2.103	0.0	13.195	0.079	0.02	0.059	207.212	44.055	79.266	17.935
