year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Total Europe and Eurasia	BP_TEE	667984205	426470605179.727535	821.493	139.067	87.761	4.929	589.977	0.686	0.0	0.0	5335.337	0	281.894	0
1966	Total Europe and Eurasia	BP_TEE	673837354	462171581438.966677	811.087	155.618	95.366	6.383	642.886	0.937	0.0	0.0	5489.373	0	304.726	0
1967	Total Europe and Eurasia	BP_TEE	679475623	496782686699.989215	799.565	174.928	94.56	7.537	697.749	1.024	0.0	0.0	5649.755	0	329.016	0
1968	Total Europe and Eurasia	BP_TEE	684845795	516956665859.583329	804.348	198.354	100.903	8.526	760.58	1.14	0.0	0.0	5914.592	0	350.719	0
1969	Total Europe and Eurasia	BP_TEE	690095153	567312659659.98138	816.705	224.868	101.919	10.53	837.907	1.246	0.0	0.0	6256.554	0	370.344	0
1970	Total Europe and Eurasia	BP_TEE	694835238	835616886791.1369814	804.411	259.088	107.525	11.259	927.285	1.626	0.0	0.0	6538.786	0	395.028	253.482
1971	Total Europe and Eurasia	BP_TEE	699609501	945391998725.4432054	789.658	296.035	108.879	13.064	975.071	1.652	0.0	0.0	6700.58	0	418.623	285.456
1972	Total Europe and Eurasia	BP_TEE	704941202	1131896619927.773649	782.189	330.344	111.13	17.485	1047.203	1.631	0.0	0.0	6960.326	0	443.547	315.293
1973	Total Europe and Eurasia	BP_TEE	710116917	1437784790916.970990	793.303	366.022	112.346	20.049	1123.496	1.75	0.0	0.0	7298.061	0	472.396	344.201
1974	Total Europe and Eurasia	BP_TEE	715051106	1617920469154.802043	790.729	399.543	121.28	24.335	1105.401	1.84	0.0	0.0	7279.916	0	502.533	380.793
1975	Total Europe and Eurasia	BP_TEE	719751968	1887628068314.338863	789.454	432.713	121.582	32.628	1093.382	1.956	0.0	0.0	7305.111	0	543.134	410.712
1976	Total Europe and Eurasia	BP_TEE	724269089	1957101327047.535560	810.201	473.661	117.021	39.381	1153.951	1.948	0.0	0.0	7670.859	0	586.586	448.171
1977	Total Europe and Eurasia	BP_TEE	728510065	2217392709787.260515	815.183	502.372	137.668	48.068	1160.198	2.04	0.0	0.0	7769.724	0	638.588	474.594
1978	Total Europe and Eurasia	BP_TEE	732676336	2712946942827.761123	821.711	529.855	140.441	52.744	1212.326	2.148	0.0	0.001	7911.514	0	683.042	501.412
1979	Total Europe and Eurasia	BP_TEE	736846920	3309385126660.250320	844.971	561.127	149.433	59.151	1236.854	2.236	0.0	0.001	8116.318	0	722.89	536.091
1980	Total Europe and Eurasia	BP_TEE	741196995	3919792717550.357401	843.676	570.289	147.098	70.632	1200.326	2.469	0.0	0.002	8024.014	0	746.558	556.606
1981	Total Europe and Eurasia	BP_TEE	745383820	3479133409518.406111	832.962	587.218	149.072	92.382	1150.444	2.463	0.0	0.002	7864.112	794.912	759.946	578.249
1982	Total Europe and Eurasia	BP_TEE	749052029	3356498645009.083289	840.897	610.203	145.472	102.736	1111.651	2.259	0.0	0.004	7833.606	817.808	780.715	593.336
1983	Total Europe and Eurasia	BP_TEE	752515315	3256998223498.922461	848.737	646.292	149.861	119.535	1087.556	2.326	0.0	0.007	7839.866	811.412	805.06	625.083
1984	Total Europe and Eurasia	BP_TEE	756196597	3131651923468.634745	844.651	694.729	156.422	151.508	1090.938	2.421	0.0	0.009	7928.903	770.291	817.355	670.963
1985	Total Europe and Eurasia	BP_TEE	760017352	3235825555775.776437	861.209	742.71	158.46	181.09	1087.945	2.525	0.0	0.013	8159.616	797.001	807.191	720.953
1986	Total Europe and Eurasia	BP_TEE	763989513	4432331593566.419614	864.614	762.117	154.688	191.658	1115.065	3.053	0.0	0.03	8283.89	816.632	830.342	751.54
1987	Total Europe and Eurasia	BP_TEE	768040478	5588412258425.559618	874.581	800.08	165.227	203.232	1119.691	3.034	0.0	0.043	8411.682	811.573	844.275	790.043
1988	Total Europe and Eurasia	BP_TEE	772155041	6227208999779.45438	859.152	825.065	175.592	223.125	1123.954	3.243	0.0	0.075	8395.589	811.425	841.182	815.219
1989	Total Europe and Eurasia	BP_TEE	776325177	6857771047456.430146	843.943	846.981	157.263	231.881	1123.092	3.236	0.002	0.117	8389.658	780.058	819.025	838.28
1990	Total Europe and Eurasia	BP_TEE	787290355	8574993072091.28986	798.034	877.49	161.775	229.107	1128.587	4.434	0.003	0.176	8315.821	725.672	788.296	858.75
1991	Total Europe and Eurasia	BP_TEE	789674272	8892154149773.90252	744.557	891.188	164.789	234.997	1110.445	4.683	0.004	0.222	8081.819	665.471	744.961	857.149
1992	Total Europe and Eurasia	BP_TEE	792204406	9539618318409.836179	702.05	853.612	169.392	236.354	1078.046	5.122	0.006	0.347	7716.653	635.075	695.74	835.291
1993	Total Europe and Eurasia	BP_TEE	794359335	8732429049617.77571	647.622	850.631	175.842	244.503	1000.33	5.788	0.007	0.517	7290.018	574.824	659.562	827.508
1994	Total Europe and Eurasia	BP_TEE	795362898	9192346338079.84528	604.865	812.561	178.104	237.718	962.051	6.209	0.008	0.674	6922.741	522.903	662.503	794.562
1995	Total Europe and Eurasia	BP_TEE	796023854	10650332062011.342278	583.713	821.114	178.677	243.683	949.287	7.012	0.011	0.874	6805.108	502.382	669.361	785.932
1996	Total Europe and Eurasia	BP_TEE	796344187	10865466763780.28893	569.82	862.607	169.71	258.821	938.965	7.519	0.012	1.087	6833.748	484.469	680.045	826.99
1997	Total Europe and Eurasia	BP_TEE	796817081	10292595223720.178149	552.31	828.607	174.357	260.884	941.227	8.975	0.014	1.645	6676.625	477.197	688.575	786.846
1998	Total Europe and Eurasia	BP_TEE	797095068	10467603859968.94564	530.7	849.475	180.792	257.846	950.749	10.773	0.02	2.528	6663.932	440.699	686.459	800.364
1999	Total Europe and Eurasia	BP_TEE	797470836	10367146495573.006939	508.308	869.635	183.399	263.103	942.925	12.335	0.02	3.223	6594.767	432.617	699.271	820.41
2000	Total Europe and Eurasia	BP_TEE	797513937	9734107409499.445330	523.193	886.105	189.111	267.34	933.054	14.98	0.029	5.087	6626.713	432.236	728.577	841.393
2001	Total Europe and Eurasia	BP_TEE	797879189	9907636428757.799391	522.305	906.875	188.857	276.281	946.942	16.608	0.037	6.142	6717.653	438.929	750.701	848.38
2002	Total Europe and Eurasia	BP_TEE	798519063	10817772278455.154967	522.559	913.368	175.932	280.455	940.249	20.157	0.062	8.393	6716.78	428.887	789.725	867.91
