year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Portugal	PT	8998595	4687464054.83455	0.592	0.0	0.899	0.0	2.569	0.047	0.0	0.0	10.524	0	0	0
1966	Portugal	PT	8930990	5135387845.97108	0.604	0.0	1.194	0.0	2.63	0.045	0.0	0.0	10.76	0	0	0
1967	Portugal	PT	8874520	5740241165.63433	0.601	0.0	1.24	0.0	2.904	0.043	0.0	0.0	11.616	0	0	0
1968	Portugal	PT	8836650	6354262628.33537	0.541	0.0	1.174	0.0	3.113	0.052	0.0	0.0	12.047	0	0	0
1969	Portugal	PT	8757705	6969025825.62869	0.51	0.0	1.428	0.0	3.26	0.063	0.0	0.0	12.38	0	0	0
1970	Portugal	PT	8680431	8109032775.45328	0.467	0.0	1.313	0.0	4.516	0.042	0.0	0.0	14.887	0	0	0
1971	Portugal	PT	8643756	9202512367.49117	0.432	0.0	1.396	0.0	5.126	0.032	0.0	0.0	16.777	0	0	0
1972	Portugal	PT	8630430	11240223128.2431	0.382	0.0	1.603	0.0	5.573	0.026	0.0	0.0	17.85	0	0	0
1973	Portugal	PT	8633100	15092052330.3352	0.565	0.0	1.657	0.0	6.126	0.045	0.0	0.0	20.399	0	0	0
1974	Portugal	PT	8754365	17514112075.7695	0.439	0.0	1.771	0.0	6.539	0.041	0.0	0.0	21.095	0	0	0
1975	Portugal	PT	9093470	19349512941.1765	0.412	0.0	1.45	0.0	6.846	0.053	0.0	0.0	21.918	0	0	0
1976	Portugal	PT	9355810	20334835543.7666	0.4	0.0	1.083	0.0	7.18	0.052	0.0	0.0	22.93	0	0	0
1977	Portugal	PT	9455675	21441635411.2101	0.363	0.0	2.255	0.0	7.093	0.053	0.0	0.0	22.264	0	0	0
1978	Portugal	PT	9558250	23489924726.2774	0.428	0.0	2.446	0.0	7.354	0.052	0.0	0.0	23.397	0	0	0
1979	Portugal	PT	9661265	26625439344.2623	0.447	0.0	2.537	0.0	7.874	0.058	0.0	0.0	25.0	0	0	0
1980	Portugal	PT	9766312	32899759311.1734	0.35	0.0	1.814	0.0	8.435	0.072	0.0	0.0	26.436	0	0	0
1981	Portugal	PT	9851362	31980423452.7687	0.397	0.0	1.136	0.0	8.958	0.07	0.0	0.0	28.428	0	0	0
1982	Portugal	PT	9911771	30530759334.0061	0.366	0.0	1.566	0.0	9.358	0.08	0.0	0.0	28.483	0	0	0
1983	Portugal	PT	9957865	27242331885.6316	0.4	0.0	1.816	0.0	9.463	0.092	0.0	0.0	29.569	0	0	0
1984	Portugal	PT	9996232	25220451794.029	0.495	0.0	2.21	0.0	9.426	0.084	0.0	0.0	28.717	0	0	0
1985	Portugal	PT	10023613	27118476173.6675	0.769	0.0	2.42	0.0	9.089	0.124	0.0	0.0	27.782	0	0	0
1986	Portugal	PT	10032734	38749715721.7531	1.45	0.0	1.927	0.0	9.666	0.137	0.0	0.0	31.311	0	0	0
1987	Portugal	PT	10030031	48187667852.5687	1.888	0.0	2.071	0.0	9.371	0.139	0.0	0.0	31.938	0	0	0
1988	Portugal	PT	10019610	56352797353.7604	2.177	0.0	2.768	0.0	9.771	0.148	0.0	0.0	32.837	0	0	0
1989	Portugal	PT	10005000	60600056659.0272	2.429	0.0	1.317	0.0	12.39	0.15	0.0	0.0	41.838	0	0	0
1990	Portugal	PT	9983218	78721607509.4923	2.848	0.0	2.072	0.0	11.673	0.157	0.0	0.0	41.035	0	0	0
1991	Portugal	PT	9960235	89242382961.0101	2.984	0.0	2.046	0.0	12.246	0.184	0.0	0.0	44.401	0	0	0
1992	Portugal	PT	9952494	107602689040.689	3.021	0.0	1.051	0.0	13.651	0.202	0.0	0.001	48.791	0	0	0
1993	Portugal	PT	9964675	95019103603.042	3.29	0.0	1.932	0.0	12.85	0.207	0.0	0.002	47.431	0	0	0
1994	Portugal	PT	9991525	99698453260.8696	3.427	0.0	2.412	0.0	13.048	0.223	0.0	0.004	48.334	0	0	0
1995	Portugal	PT	10026176	118133634071.912	4.202	0.0	1.888	0.0	14.161	0.237	0.0	0.004	54.241	0	0	0
1996	Portugal	PT	10063945	122629812841.175	3.92	0.0	3.34	0.0	13.456	0.233	0.0	0.005	51.594	0	0	0
1997	Portugal	PT	10108977	117046198970.84	3.566	0.087	2.965	0.0	14.487	0.255	0.0	0.009	52.371	0	0	0
1998	Portugal	PT	10160196	123981736420.303	3.565	0.691	2.938	0.0	15.928	0.265	0.0	0.02	58.209	0	0	0
1999	Portugal	PT	10217828	127465545493.288	3.702	1.933	1.649	0.0	16.432	0.308	0.0	0.028	63.613	0	0	0
2000	Portugal	PT	10289898	118358489957.619	3.712	2.052	2.562	0.0	16.0	0.35	0.0	0.038	62.64	0	0	0
2001	Portugal	PT	10362722	121545880984.34	3.174	2.289	3.176	0.0	16.084	0.386	0.0	0.058	61.77	0	0	0
2002	Portugal	PT	10419631	134228697534.35	3.5	2.784	1.765	0.0	16.584	0.437	0.0	0.082	65.241	0	0	0
2003	Portugal	PT	10458821	164964195259.594	3.351	2.685	3.558	0.0	15.633	0.449	0.001	0.112	61.666	0	0	0
2004	Portugal	PT	10483861	189187437298.237	3.315	3.363	2.233	0.0	15.819	0.554	0.001	0.185	63.17	0	0	0
2005	Portugal	PT	10503330	197304513120.259	3.336	3.811	1.071	0.0	16.402	0.792	0.001	0.401	66.091	0	0	0
2006	Portugal	PT	10522288	208566948939.907	3.303	3.661	2.471	0.0	14.609	1.068	0.001	0.662	61.276	0	0	0
2007	Portugal	PT	10542964	240169336162.059	2.875	3.902	2.269	0.0	14.741	1.39	0.005	0.913	59.519	0	0	0
2008	Portugal	PT	10558177	262007590449.685	2.516	4.269	1.538	0.0	14.083	1.774	0.009	1.303	57.863	0	0	0
2009	Portugal	PT	10568247	243745748819.116	2.856	4.239	1.875	0.0	13.15	2.265	0.036	1.714	57.19	0	0	0
2010	Portugal	PT	10573100	238317631788.079	1.648	4.612	3.654	0.0	12.952	2.762	0.049	2.078	51.881	0	0	0
2011	Portugal	PT	10557560	244879869335.557	2.221	4.67	2.61	0.0	12.109	2.846	0.064	2.073	51.675	0	0	0
2012	Portugal	PT	10514844	216368178659.447	2.911	4.049	1.272	0.0	11.016	3.111	0.089	2.322	50.863	0	0	0
2013	Portugal	PT	10457295	226073492966.495	2.659	3.839	3.107	0.0	11.295	3.562	0.108	2.719	49.33	0	0	0
2014	Portugal	PT	10401062	229629822121.601	2.679	3.668	3.523	0.0	11.147	3.619	0.142	2.741	49.174	0	0	0
2015	Portugal	PT	10358076	199112621714.539	3.259	4.284	1.96	0.0	11.508	3.555	0.18	2.627	53.943	0	0	0
2016	Portugal	PT	10358076	NA	2.879	4.644	3.575	0.0	11.171	3.722	0.185	2.824	52.907	0	0	0
