year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Germany	DE	75963695	NA	160.746	2.663	3.668	0.031	86.274	0.0	0.0	0.0	909.716	0	0	0
1966	Germany	DE	76600311	NA	150.072	3.201	3.968	0.077	96.472	0.0	0.0	0.0	900.194	0	0	0
1967	Germany	DE	76951336	NA	144.566	4.126	3.768	0.342	100.073	0.0	0.0	0.0	891.41	0	0	0
1968	Germany	DE	77294314	NA	146.641	6.782	3.824	0.454	112.366	0.0	0.0	0.0	943.691	0	0	0
1969	Germany	DE	77909682	NA	150.985	9.657	3.103	1.206	126.325	0.0	0.0	0.0	1010.799	0	0	0
1970	Germany	DE	78169289	215021806498.156	149.097	13.735	3.967	1.469	138.749	0.208	0.0	0.0	1042.283	0	0	9.944
1971	Germany	DE	78312842	249039217364.635	142.681	18.145	3.045	1.407	144.039	0.227	0.0	0.0	1043.96	0	0	12.418
1972	Germany	DE	78688452	298667219346.133	139.283	23.493	2.988	2.155	152.236	0.231	0.0	0.0	1065.982	0	0	14.831
1973	Germany	DE	78936666	396866742553.97	139.736	30.295	3.446	2.739	162.23	0.238	0.0	0.0	1115.064	0	0	16.667
1974	Germany	DE	78967433	443618642959.716	140.337	37.899	3.991	3.272	146.979	0.244	0.0	0.0	1083.785	0	0	17.494
1975	Germany	DE	78673554	488780155338.262	127.134	39.995	3.86	5.463	142.617	0.254	0.0	0.0	1024.107	0	0	15.92
1976	Germany	DE	78336950	517787921003.573	134.208	42.329	3.133	6.706	154.035	0.289	0.0	0.0	1092.073	0	0	16.766
1977	Germany	DE	78159814	598226205424.071	128.891	44.952	3.978	9.337	152.471	0.282	0.0	0.0	1071.173	0	0	17.006
1978	Germany	DE	78091820	737668356280.428	130.566	48.188	4.155	9.929	158.118	0.298	0.0	0.0	1055.22	0	0	18.186
1979	Germany	DE	78126350	878010536975.776	138.158	53.266	4.16	11.783	163.161	0.327	0.0	0.0	1112.265	0	0	18.243
