year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Switzerland	CH	5856472	15346741669.7575	1.275	0.0	5.453	0.0	8.037	0.0	0.0	0.0	29.234	0	0	0
1966	Switzerland	CH	5918002	16480058704.8531	1.055	0.0	6.227	0.0	8.551	0.0	0.0	0.0	29.655	0	0	0
1967	Switzerland	CH	5991785	17740013179.26	0.889	0.0	6.754	0.0	9.263	0.0	0.0	0.0	31.344	0	0	0
1968	Switzerland	CH	6067714	18942729779.1	0.841	0.0	6.679	0.0	10.28	0.0	0.0	0.0	34.291	0	0	0
1969	Switzerland	CH	6136387	20524886616.4789	0.76	0.0	6.391	0.12	11.167	0.0	0.0	0.0	36.907	0	0	0
1970	Switzerland	CH	6180877	NA	0.653	0.033	6.601	0.564	12.523	0.0	0.0	0.0	40.414	0	0	0
1971	Switzerland	CH	6213399	NA	0.441	0.08	6.572	0.623	13.281	0.0	0.0	0.0	42.061	0	0	0
1972	Switzerland	CH	6260956	NA	0.373	0.101	5.484	0.812	13.612	0.0	0.0	0.0	42.939	0	0	0
1973	Switzerland	CH	6307347	NA	0.354	0.137	6.016	1.419	14.65	0.0	0.0	0.0	46.191	0	0	0
1974	Switzerland	CH	6341405	NA	0.305	0.289	6.302	1.394	13.031	0.0	0.0	0.0	41.331	0	0	0
1975	Switzerland	CH	6338632	NA	0.229	0.466	7.294	1.668	12.511	0.0	0.0	0.0	39.867	0	0	0
1976	Switzerland	CH	6302504	NA	0.215	0.486	5.849	1.787	12.993	0.0	0.0	0.0	41.595	0	0	0
1977	Switzerland	CH	6281174	NA	0.251	0.555	7.895	1.826	13.056	0.0	0.0	0.0	42.113	0	0	0
1978	Switzerland	CH	6281738	NA	0.226	0.609	7.141	1.81	13.421	0.022	0.0	0.0	42.622	0	0	0
1979	Switzerland	CH	6294365	NA	0.233	0.684	6.717	2.123	12.875	0.065	0.0	0.0	41.039	0	0	0
1980	Switzerland	CH	6319408	118710309542.281	0.342	0.78	7.568	3.088	12.846	0.039	0.0	0.0	41.656	0	0	0
1981	Switzerland	CH	6354074	108721034568.781	0.505	0.841	7.948	3.273	11.865	0.099	0.0	0.0	39.41	0	0	0
1982	Switzerland	CH	6391309	111431738019.012	0.447	0.889	8.139	3.231	11.209	0.088	0.0	0.0	37.254	0	0	0
1983	Switzerland	CH	6418773	111035571006.622	0.39	0.977	7.934	3.349	12.262	0.09	0.0	0.0	40.803	0	0	0
1984	Switzerland	CH	6441865	106019113631.527	0.501	1.09	6.764	3.939	11.824	0.083	0.0	0.0	40.2	0	0	0
1985	Switzerland	CH	6470365	107496240242.562	0.503	1.141	7.252	5.105	12.021	0.083	0.0	0.0	41.328	0	0	0
1986	Switzerland	CH	6504124	154095512368.67	0.433	1.168	7.448	5.11	13.178	0.104	0.0	0.0	44.338	0	0	0
1987	Switzerland	CH	6545106	192981619165.773	0.403	1.253	7.847	5.206	12.396	0.116	0.0	0.0	41.922	0	0	0
1988	Switzerland	CH	6593386	208774024533.588	0.344	1.261	8.1	5.158	12.43	0.116	0.0	0.0	41.738	0	0	0
1989	Switzerland	CH	6646912	201572650956.66	0.356	1.372	6.738	5.168	11.923	0.12	0.0	0.0	40.396	0	0	0
1990	Switzerland	CH	6715519	257420293190.325	0.356	1.468	6.742	5.349	12.757	0.082	0.0	0.0	43.286	0	0	0
1991	Switzerland	CH	6799978	260459896582.985	0.302	1.648	7.261	5.195	12.973	0.08	0.0	0.0	44.179	0	0	0
1992	Switzerland	CH	6875364	271133679206.372	0.209	1.733	7.4	5.307	13.141	0.088	0.001	0.0	44.646	0	0	0
1993	Switzerland	CH	6938265	263691005481.862	0.175	1.818	8.097	5.285	12.312	0.085	0.001	0.0	42.211	0	0	0
1994	Switzerland	CH	6993795	291913801052.862	0.177	1.793	8.839	5.514	12.732	0.1	0.001	0.0	43.447	0	0	0
1995	Switzerland	CH	7040687	341759012938.689	0.19	1.976	7.959	5.634	11.797	0.103	0.001	0.0	40.932	0	0	0
1996	Switzerland	CH	7071850	329619351051.78	0.142	2.139	6.428	5.69	12.215	0.113	0.002	0.0	42.512	0	0	0
1997	Switzerland	CH	7088906	286604024805.347	0.11	2.065	7.704	5.751	12.836	0.125	0.002	0.0	44.208	0	0	0
1998	Switzerland	CH	7110001	294977518761.208	0.091	2.126	7.575	5.846	13.003	0.129	0.002	0.001	44.754	0	0	0
1999	Switzerland	CH	7143991	289884127679.404	0.095	2.202	9.054	5.643	12.602	0.142	0.002	0.001	43.586	0	0	0
2000	Switzerland	CH	7184250	271659728209.379	0.138	2.19	8.336	5.957	12.209	0.204	0.003	0.001	42.496	0	0	0
2001	Switzerland	CH	7229854	278628772872.719	0.144	2.279	9.351	6.035	13.079	0.211	0.003	0.001	45.604	0	0	0
2002	Switzerland	CH	7284753	301127808995.252	0.133	2.237	7.959	6.126	12.396	0.215	0.003	0.001	43.295	0	0	0
2003	Switzerland	CH	7339001	351982634291.23	0.136	2.365	7.868	6.181	12.062	0.23	0.004	0.001	42.584	0	0	0
2004	Switzerland	CH	7389625	393541693928.428	0.129	2.44	7.638	6.057	12.016	0.239	0.004	0.001	42.487	0	0	0
2005	Switzerland	CH	7437115	407535656039.19	0.144	2.505	7.067	5.244	12.239	0.249	0.005	0.002	43.371	0	0	0
2006	Switzerland	CH	7483934	429195591242.622	0.156	2.435	7.006	6.256	12.551	0.279	0.005	0.003	44.134	0	0	0
2007	Switzerland	CH	7551117	477407802315.895	0.174	2.371	7.977	6.284	11.31	0.293	0.007	0.004	40.185	0	0	0
2008	Switzerland	CH	7647675	551546962699.658	0.157	2.526	8.155	6.224	12.062	0.308	0.008	0.004	42.94	0	0	0
2009	Switzerland	CH	7743831	539528229942.101	0.148	2.425	8.084	6.221	12.255	0.312	0.012	0.005	43.454	0	0	0
2010	Switzerland	CH	7824909	581211708792.789	0.148	2.709	8.16	6.003	11.381	0.334	0.021	0.008	41.162	0	0	0
2011	Switzerland	CH	7912398	696311671959.459	0.139	2.403	7.166	6.088	11.038	0.385	0.038	0.016	39.27	0	0	0
2012	Switzerland	CH	7996861	665054050620.785	0.126	2.634	8.575	5.799	11.246	0.453	0.068	0.02	40.571	0	0	0
2013	Switzerland	CH	8089346	684835034384.327	0.135	2.774	8.562	5.924	11.779	0.523	0.114	0.021	42.748	0	0	0
2014	Switzerland	CH	8188649	702705544908.583	0.141	2.403	8.451	6.281	10.575	0.618	0.192	0.023	37.971	0	0	0
2015	Switzerland	CH	8281430	670789928809.882	0.129	2.567	8.505	5.263	10.734	0.667	0.256	0.025	38.907	0	0	0
2016	Switzerland	CH	8281430	NA	0.13	2.697	7.784	4.82	10.178	0.787	0.317	0.023	37.465	0	0	0
