year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	World	BP_WORLD	3324545317	1961766873648.84	1388.819	542.25	208.121	5.835	1555.094	4.07	0.0	0.0	11291.187	0	1567.914	0
1966	World	BP_WORLD	3394783656	2128435921859.61	1404.301	590.859	223.172	7.824	1673.054	4.482	0.0	0.0	11809.073	0	1702.305	0
1967	World	BP_WORLD	3464689184	2264584995432.89	1381.873	634.353	228.367	9.596	1791.186	4.522	0.0	0.0	12170.469	0	1826.606	0
1968	World	BP_WORLD	3535355320	2443207215626.19	1402.632	691.873	239.64	11.885	1943.279	5.005	0.0	0.0	12831.438	0	1992.746	0
1969	World	BP_WORLD	3610178790	2690779323176.35	1446.775	759.724	253.981	14.355	2071.791	5.263	0.0	0.0	13516.067	0	2144.817	0
1970	World	BP_WORLD	3685753338	2957774658029.76	1467.349	826.691	265.774	17.741	2251.12	5.814	0.0	0.0	14266.973	0	2358.779	839.038
1971	World	BP_WORLD	3763393041	3266879432317.2	1459.247	884.772	276.425	24.891	2384.017	6.308	0.0	0.0	14762.568	0	2493.925	897.632
1972	World	BP_WORLD	3840269676	3767641957542.66	1475.655	933.668	288.9	34.144	2566.91	6.76	0.0	0.0	15464.795	0	2635.78	941.921
1973	World	BP_WORLD	3916243700	4591307041292.21	1519.617	977.991	292.518	45.856	2768.154	7.26	0.0	0.0	16312.139	0	2874.942	987.292
1974	World	BP_WORLD	3992871281	5295986776755.83	1520.877	1001.944	321.095	59.598	2727.67	7.684	0.0	0.0	16225.766	0	2881.707	1008.197
1975	World	BP_WORLD	4067740570	5897155475609.87	1550.444	1002.373	325.938	82.446	2696.589	7.803	0.0	0.0	16246.414	0	2736.482	1010.502
1976	World	BP_WORLD	4140647345	6416418773523.89	1606.915	1061.983	324.756	98.066	2872.747	8.703	0.0	0.0	17126.428	0	2972.625	1054.316
1977	World	BP_WORLD	4213305198	7257565553362.54	1654.467	1096.896	333.203	121.153	2969.95	9.178	0.0	0.0	17673.183	0	3076.44	1099.129
1978	World	BP_WORLD	4287155677	8542852471741.54	1672.982	1142.879	359.484	140.135	3050.212	9.723	0.0	0.001	17952.404	0	3106.903	1136.779
1979	World	BP_WORLD	4362863940	9925813383507.75	1750.603	1214.269	377.333	144.733	3100.269	10.448	0.0	0.001	18527.8	0	3236.996	1213.391
1980	World	BP_WORLD	4439337768	11172109152878	1793.339	1224.275	384.353	160.962	2978.656	11.177	0.0	0.002	18364.148	0	3091.324	1229.193
1981	World	BP_WORLD	4517802653	11464254464657.4	1818.469	1237.824	390.377	189.152	2869.009	12.03	0.0	0.002	18129.68	1843.183	2913.846	1250.534
1982	World	BP_WORLD	4599181618	11363550331592.2	1838.712	1244.473	406.59	207.414	2778.471	13.891	0.0	0.004	17957.618	1907.501	2798.879	1253.448
1983	World	BP_WORLD	4681262097	11623612188212.7	1895.116	1264.498	425.232	232.927	2761.081	15.399	0.001	0.007	18128.945	1901.363	2762.892	1263.868
1984	World	BP_WORLD	4763043104	12064965895476	1977.427	1368.219	439.213	281.559	2822.054	17.211	0.001	0.01	18798.06	1984.938	2816.8	1373.177
1985	World	BP_WORLD	4846338373	12689047160417.9	2055.574	1398.378	447.931	336.954	2824.712	17.62	0.003	0.015	19195.608	2075.814	2794.395	1409.673
1986	World	BP_WORLD	4932113628	15022497561490.2	2079.36	1411.983	454.071	360.897	2911.631	19.399	0.003	0.031	19529.991	2124.562	2932.646	1447.089
