year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Austria	AT	7270889	9994070615.85997	5.083	1.636	3.639	0.0	5.561	0.0	0.0	0.0	39.821	0	0	0
1966	Austria	AT	7322066	10887682273.1014	4.855	1.757	3.922	0.0	6.116	0.0	0.0	0.0	40.13	0	0	0
1967	Austria	AT	7376998	11579431668.9165	4.596	1.683	4.005	0.0	6.513	0.0	0.0	0.0	40.403	0	0	0
1968	Austria	AT	7415403	12440625312.8685	4.538	1.795	4.115	0.0	7.536	0.0	0.0	0.0	43.321	0	0	0
1969	Austria	AT	7441055	13582798556.2404	4.466	2.178	3.783	0.0	8.278	0.0	0.0	0.0	46.433	0	0	0
1970	Austria	AT	7467086	15335972267.7957	4.803	2.641	4.817	0.0	9.097	0.0	0.0	0.0	51.179	0	0	0
1971	Austria	AT	7500482	17815464919.0439	4.405	3.034	3.806	0.0	10.156	0.0	0.0	0.0	53.87	0	0	0
1972	Austria	AT	7544201	22006470861.3608	3.994	3.279	3.912	0.0	10.957	0.0	0.0	0.0	55.095	0	0	0
1973	Austria	AT	7586115	29444365310.2818	3.97	3.604	4.347	0.0	11.866	0.0	0.0	0.0	58.542	0	0	0
1974	Austria	AT	7599038	35104529078.3274	4.189	3.907	5.139	0.0	10.613	0.0	0.0	0.0	55.889	0	0	0
1975	Austria	AT	7578903	39962704274.3146	3.641	3.902	5.384	0.0	10.713	0.0	0.0	0.0	53.939	0	0	0
1976	Austria	AT	7565525	42856485617.8569	3.874	4.444	4.653	0.0	11.65	0.0	0.0	0.0	58.778	0	0	0
1977	Austria	AT	7568430	51421585629.8393	3.25	4.529	5.639	0.0	11.141	0.0	0.0	0.0	54.587	0	0	0
1978	Austria	AT	7562305	61902774945.5131	3.302	4.711	5.643	0.0	12.0	0.0	0.0	0.0	56.837	0	0	0
1979	Austria	AT	7549425	73759181883.685	3.584	4.671	6.358	0.0	12.504	0.0	0.0	0.0	59.37	0	0	0
1980	Austria	AT	7549433	81861232822.8037	3.683	4.487	6.587	0.0	12.188	0.0	0.0	0.0	57.853	0	0	0
1981	Austria	AT	7568710	70863106877.484	3.77	4.277	6.98	0.0	11.046	0.0	0.0	0.0	54.421	0	0	0
1982	Austria	AT	7574140	71103585383.5605	3.586	4.14	6.991	0.0	10.469	0.0	0.0	0.0	51.826	0	0	0
1983	Austria	AT	7561910	71947277233.032	3.84	4.225	6.925	0.0	10.109	0.0	0.0	0.0	51.01	0	0	0
1984	Austria	AT	7561434	67821568599.1335	4.375	4.704	6.075	0.0	9.82	0.0	0.0	0.0	52.749	0	0	0
1985	Austria	AT	7564985	69219621907.4222	4.369	5.04	6.964	0.0	9.835	0.0	0.0	0.0	53.948	0	0	0
1986	Austria	AT	7569794	98797587381.7035	3.895	4.893	6.993	0.0	10.377	0.291	0.0	0.0	53.587	0	0	0
1987	Austria	AT	7574586	123869321397.475	3.864	5.105	8.007	0.0	10.67	0.205	0.0	0.0	54.301	0	0	0
1988	Austria	AT	7585317	133018182770.534	3.7	4.89	7.988	0.0	10.561	0.237	0.0	0.0	52.635	0	0	0
1989	Austria	AT	7619567	132785154342.174	3.717	5.252	7.938	0.0	10.381	0.25	0.0	0.0	52.926	0	0	0
1990	Austria	AT	7677850	166062376739.683	4.096	5.781	7.13	0.0	10.855	0.259	0.0	0.0	56.884	0	0	0
1991	Austria	AT	7754891	173375508073.07	4.297	6.129	7.115	0.0	11.694	0.277	0.0	0.0	61.006	0	0	0
1992	Austria	AT	7840709	194608183696.469	3.343	6.019	7.885	0.0	11.392	0.301	0.0	0.0	56.673	0	0	0
1993	Austria	AT	7905633	189921096652.076	3.006	6.33	8.306	0.0	11.483	0.308	0.0	0.0	56.53	0	0	0
1994	Austria	AT	7936118	203044926876.28	3.049	6.511	8.08	0.0	11.322	0.274	0.0	0.0	56.829	0	0	0
1995	Austria	AT	7948278	240457622492.152	3.468	7.109	8.387	0.0	11.32	0.421	0.0	0.0	60.958	0	0	0
1996	Austria	AT	7959017	236720496490.772	3.483	7.567	7.742	0.0	11.704	0.361	0.0	0.001	62.8	0	0	0
