year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Eurozone	BP_EU2	277856708	408120442109.313	509.286	34.122	49.064	4.508	400.685	0.663	0.0	0.0	3305.143	0	34.572	0
1966	Eurozone	BP_EU2	280147497	445041777457.18	488.119	38.51	53.337	5.916	439.073	0.909	0.0	0.0	3344.303	0	34.46	0
1967	Eurozone	BP_EU2	282114541	483443020132.523	473.535	45.973	51.521	7.027	475.12	0.985	0.0	0.0	3411.522	0	34.788	0
1968	Eurozone	BP_EU2	283966951	518265301003.52	480.432	59.037	52.263	7.817	521.37	1.099	0.0	0.0	3613.081	0	34.764	0
1969	Eurozone	BP_EU2	285855062	572534251758.526	486.756	75.884	51.27	9.588	582.776	1.206	0.0	0.0	3860.526	0	34.416	0
1970	Eurozone	BP_EU2	287416203	641456397720.189	477.767	95.195	54.352	9.702	645.608	1.586	0.0	0.0	4049.244	0	34.082	91.328
1971	Eurozone	BP_EU2	289032500	727040829735.182	455.956	116.756	53.809	11.222	674.249	1.612	0.0	0.0	4099.644	0	33.189	111.354
1972	Eurozone	BP_EU2	291040687	878366437588.198	439.811	141.569	56.175	14.448	722.092	1.587	0.0	0.0	4236.677	0	32.767	133.61
1973	Eurozone	BP_EU2	292961766	1140207740231.45	446.432	160.698	56.034	15.392	772.826	1.7	0.0	0.0	4451.212	0	32.86	150.193
1974	Eurozone	BP_EU2	294689411	1292903924450.36	441.439	181.632	60.553	18.085	726.01	1.792	0.0	0.0	4329.574	0	33.373	166.865
1975	Eurozone	BP_EU2	296244715	1499283605657.62	429.935	194.854	60.805	24.485	697.672	1.902	0.0	0.0	4219.074	0	34.458	173.448
1976	Eurozone	BP_EU2	297572994	1564508175643.74	450.162	211.987	53.447	28.961	744.609	1.907	0.0	0.0	4481.565	0	44.815	184.824
1977	Eurozone	BP_EU2	298738608	1779449885998.31	448.929	221.634	70.647	34.695	734.262	1.987	0.0	0.0	4470.19	0	70.217	188.307
1978	Eurozone	BP_EU2	299908949	2179030867429.38	456.345	230.145	68.894	39.063	759.686	2.091	0.0	0.001	4497.169	0	85.117	183.363
1979	Eurozone	BP_EU2	301099974	2639749044877	475.486	242.646	72.31	43.538	778.402	2.128	0.0	0.001	4639.832	0	107.815	184.26
