year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Brazil	BR	84130061	21790035117.19	1.735	0.045	5.425	0.0	14.843	0.0	0.0	0.0	51.48	0	5.042	0
1966	Brazil	BR	86494987	27062716577.9111	1.88	0.053	5.934	0.0	16.166	0.0	0.0	0.0	56.116	0	6.156	0
1967	Brazil	BR	88853679	30591834053.9653	1.943	0.059	6.207	0.0	16.693	0.0	0.0	0.0	57.987	0	7.747	0
1968	Brazil	BR	91213009	33875881876.3672	1.912	0.063	6.496	0.0	20.048	0.0	0.0	0.0	68.094	0	8.513	0
1969	Brazil	BR	93585746	37458898243.8609	2.134	0.066	6.952	0.0	21.966	0.0	0.0	0.0	74.255	0	9.286	0
1970	Brazil	BR	95982453	42327600098.2412	2.437	0.071	9.006	0.0	25.039	0.116	0.0	0.0	84.114	0	8.793	0.071
1971	Brazil	BR	98402200	49204456699.9313	2.453	0.112	9.775	0.0	27.634	0.143	0.0	0.0	92.49	0	9.204	0.113
1972	Brazil	BR	100844391	58539008785.9047	2.583	0.153	11.468	0.0	31.822	0.162	0.0	0.0	104.071	0	9.028	0.153
1973	Brazil	BR	103320787	79279057730.3799	2.538	0.176	13.099	0.0	39.086	0.17	0.0	0.0	124.303	0	9.156	0.176
1974	Brazil	BR	105846274	105136007528.354	2.692	0.338	14.862	0.0	42.046	0.178	0.0	0.0	134.136	0	9.554	0.338
1975	Brazil	BR	108431284	123709376567.552	3.201	0.367	16.357	0.0	43.36	0.196	0.0	0.0	140.107	0	9.311	0.368
1976	Brazil	BR	111076063	152678020452.571	3.416	0.423	18.761	0.0	46.944	0.196	0.0	0.0	150.533	0	9.068	0.424
1977	Brazil	BR	113776467	176171284311.567	4.332	0.527	21.152	0.0	48.44	0.253	0.0	0.0	157.047	0	8.738	0.527
1978	Brazil	BR	116532153	200800891870.164	4.982	0.694	23.249	0.0	53.382	0.301	0.0	0.0	169.518	0	8.688	0.694
1979	Brazil	BR	119341444	224969488835.181	5.411	0.761	26.379	0.0	56.612	0.402	0.0	0.0	177.754	0	9.001	0.761
1980	Brazil	BR	122199721	235024598983.209	5.902	0.889	29.168	0.0	54.977	0.409	0.0	0.0	176.895	0	9.881	0.889
1981	Brazil	BR	125107382	263561088977.1	5.775	0.798	29.589	0.0	52.28	0.424	0.0	0.0	168.506	2.901	11.54	0.798
1982	Brazil	BR	128054757	281682304161.041	6.104	1.14	31.935	0.0	53.781	0.493	0.0	0.0	168.835	3.198	14.062	1.14
1983	Brazil	BR	131014337	203304515490.791	6.865	1.542	34.275	0.0	52.207	0.675	0.0	0.0	163.584	3.412	17.829	1.542
1984	Brazil	BR	133950551	209023912696.837	8.477	1.794	37.696	0.372	53.936	0.645	0.0	0.0	170.22	3.83	24.956	1.794
1985	Brazil	BR	136836428	222942790435.299	10.021	2.251	40.362	0.765	55.82	0.694	0.0	0.0	177.657	3.908	29.47	2.251
1986	Brazil	BR	139664639	268137224729.722	10.146	2.622	41.277	0.033	62.946	0.723	0.0	0.0	192.014	3.706	30.986	2.621
1987	Brazil	BR	142437479	294084112392.66	10.624	2.927	41.997	0.22	64.682	0.807	0.0	0.0	197.789	3.376	30.826	2.928
1988	Brazil	BR	145150468	330397381998.489	10.857	2.947	45.05	0.138	66.165	0.756	0.0	0.0	201.911	3.678	30.124	2.947
1989	Brazil	BR	147801816	425595310000	10.773	3.021	46.316	0.414	67.265	0.77	0.0	0.0	205.774	3.319	32.172	3.021
1990	Brazil	BR	150393143	461951782000	9.598	2.751	46.773	0.506	65.477	0.873	0.0	0.0	197.243	2.308	34.128	2.751
1991	Brazil	BR	152916852	602860000000	11.003	2.86	49.279	0.326	66.486	0.905	0.0	0.0	206.526	2.5	33.73	2.86
1992	Brazil	BR	155379009	400599250000	10.678	3.239	50.537	0.398	71.122	1.115	0.0	0.0	216.817	2.179	34.241	3.239
1993	Brazil	BR	157812220	437798577639.752	11.001	3.795	53.189	0.1	73.89	1.128	0.0	0.0	227.828	2.071	34.946	3.795
1994	Brazil	BR	160260508	558111997497.263	11.292	4.144	54.918	0.012	78.843	1.219	0.0	0.0	237.767	2.315	36.24	4.144
1995	Brazil	BR	162755054	785643456467.255	11.843	4.574	57.452	0.57	82.15	1.266	0.0	0.0	252.061	2.365	37.504	4.574
1996	Brazil	BR	165303155	850425828275.793	12.22	5.039	60.137	0.549	87.229	1.528	0.0	0.0	271.615	2.187	42.533	4.998
1997	Brazil	BR	167893835	883199443413.729	12.293	5.476	63.124	0.717	92.464	1.671	0.0	0.001	284.802	2.489	45.596	5.441
1998	Brazil	BR	170516482	863723395088.324	12.041	5.739	65.952	0.739	95.771	1.699	0.0	0.001	294.936	2.4	52.679	5.699
1999	Brazil	BR	173153066	599388879704.634	12.193	6.81	66.299	0.9	96.833	1.896	0.0	0.0	298.237	2.471	59.497	6.692
2000	Brazil	BR	175786441	655421153320.579	12.999	8.486	68.879	1.368	94.37	1.778	0.0	0.0	302.518	2.952	67.089	6.742
2001	Brazil	BR	178419396	559372502338.237	12.793	10.744	60.614	3.231	96.095	2.042	0.0	0.008	311.689	2.458	70.227	6.885
2002	Brazil	BR	181045592	507962741819.919	12.383	12.694	64.735	3.131	95.265	2.328	0.0	0.014	311.714	2.278	78.607	8.318
2003	Brazil	BR	183627339	558320116997.075	12.848	14.208	69.153	3.023	92.274	2.705	0.0	0.014	309.074	2.044	81.515	9.037
2004	Brazil	BR	186116363	669316239316.239	13.47	16.897	72.588	2.627	95.993	2.837	0.0	0.014	324.172	2.408	80.904	9.939
2005	Brazil	BR	188479240	891629970423.924	12.991	17.6	76.358	2.23	98.993	3.096	0.0	0.021	331.278	2.774	88.981	9.83
2006	Brazil	BR	190698241	1107640325472.35	12.809	18.512	78.926	3.112	100.024	3.395	0.0	0.054	336.89	2.595	94.036	10.037
2007	Brazil	BR	192784521	1397084381901.29	13.575	19.065	84.63	2.794	107.493	4.225	0.0	0.15	351.441	2.657	95.364	10.107
2008	Brazil	BR	194769696	1695824517395.57	13.769	22.439	83.621	3.161	116.213	4.685	0.0	0.268	374.876	2.933	99.117	12.571
2009	Brazil	BR	196701298	1667019605881.76	11.11	18.074	88.471	2.932	116.962	5.403	0.0	0.28	352.107	2.289	105.983	10.736
2010	Brazil	BR	198614208	2208871646202.82	14.462	24.115	91.254	3.286	126.817	7.63	0.0	0.493	400.274	2.338	111.639	13.135
2011	Brazil	BR	200517584	2616201578192.25	15.449	24.033	96.921	3.543	131.862	7.906	0.0	0.612	426.428	2.376	114.028	15.064
2012	Brazil	BR	202401584	2465188674415.03	15.288	28.487	93.982	3.629	134.309	9.129	0.0	1.143	447.324	2.856	112.369	17.343
2013	Brazil	BR	204259377	2472806919901.67	16.478	33.564	88.472	3.496	144.178	10.647	0.001	1.488	486.646	3.71	110.151	19.194
2014	Brazil	BR	206077898	2455993200170	17.521	35.552	84.5	3.48	150.589	13.262	0.004	2.763	508.348	3.426	122.452	20.417
2015	Brazil	BR	207847528	1803652649613.75	17.675	37.546	81.401	3.334	146.618	16.0	0.013	4.893	491.322	3.466	132.191	20.816
2016	Brazil	BR	207847528	NA	16.519	32.94	86.948	3.593	138.824	18.995	0.02	7.448	458.015	3.476	136.655	21.131
