year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Saudi Arabia	SA	4843635	NA	0.0	0.569	0.0	0.0	19.577	0.0	0.0	0.0	62.614	0	111.009	0
1966	Saudi Arabia	SA	5015672	NA	0.0	0.684	0.0	0.0	19.745	0.0	0.0	0.0	63.41	0	130.828	0
1967	Saudi Arabia	SA	5196349	NA	0.0	0.824	0.0	0.0	19.913	0.0	0.0	0.0	64.264	0	141.287	0
1968	Saudi Arabia	SA	5389848	4187777711.11111	0.0	0.991	0.0	0.0	20.083	0.0	0.0	0.0	65.189	0	154.228	0
1969	Saudi Arabia	SA	5601649	4485777644.44444	0.0	1.193	0.0	0.0	20.255	0.0	0.0	0.0	66.202	0	162.741	0
1970	Saudi Arabia	SA	5836394	5377333333.33333	0.0	1.455	0.0	0.0	21.04	0.0	0.0	0.0	67.362	0	192.166	1.455
1971	Saudi Arabia	SA	6096106	7184853347.5974	0.0	1.214	0.0	0.0	21.282	0.0	0.0	0.0	67.34	0	240.8	1.214
1972	Saudi Arabia	SA	6382106	9664157498.5524	0.0	1.376	0.0	0.0	22.742	0.0	0.0	0.0	72.156	0	304.217	1.376
1973	Saudi Arabia	SA	6697486	14947391140.1284	0.0	1.62	0.0	0.0	24.121	0.0	0.0	0.0	76.851	0	384.005	1.62
1974	Saudi Arabia	SA	7045477	45412957746.4789	0.0	2.05	0.0	0.0	25.289	0.0	0.0	0.0	81.308	0	429.662	2.05
1975	Saudi Arabia	SA	7428705	46773368205.5947	0.0	2.439	0.0	0.0	19.28	0.0	0.0	0.0	63.194	0	359.317	2.439
1976	Saudi Arabia	SA	7845300	64005665722.3796	0.0	2.633	0.0	0.0	22.474	0.0	0.0	0.0	72.875	0	437.252	2.633
1977	Saudi Arabia	SA	8295384	74188249978.724	0.0	3.705	0.0	0.0	26.03	0.0	0.0	0.0	86.369	0	468.401	3.705
1978	Saudi Arabia	SA	8785326	80265619484.6452	0.0	5.109	0.0	0.0	28.123	0.0	0.0	0.0	95.972	0	424.435	5.109
1979	Saudi Arabia	SA	9323290	111859676267.555	0.0	6.273	0.0	0.0	34.012	0.0	0.0	0.0	117.143	0	487.979	6.273
1980	Saudi Arabia	SA	9912917	164541738058.737	0.0	8.752	0.0	0.0	27.724	0.0	0.0	0.0	99.768	0	509.828	8.752
1981	Saudi Arabia	SA	10556936	184291796008.869	0.0	10.204	0.0	0.0	33.373	0.0	0.0	0.0	111.966	0	506.347	10.204
