year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Spain	ES	31954292	24756958694.9238	9.7	0.0	4.533	0.0	14.209	0.0	0.0	0.0	80.433	0	0	0
1966	Spain	ES	32283194	28721062242.1634	8.974	0.0	6.277	0.0	16.801	0.0	0.0	0.0	84.716	0	0	0
1967	Spain	ES	32682947	31647119228.1982	9.12	0.0	5.218	0.0	20.34	0.0	0.0	0.0	95.482	0	0	0
1968	Spain	ES	33113134	31475548481.4095	9.232	0.0	5.616	0.018	21.606	0.0	0.0	0.0	99.136	0	0	0
1969	Spain	ES	33441054	36038711599.541	9.29	0.084	7.047	0.191	24.6	0.0	0.0	0.0	108.571	0	0	0
1970	Spain	ES	33814531	40881655098.6451	9.814	0.067	6.397	0.212	28.066	0.011	0.0	0.0	121.064	0	0	0
1971	Spain	ES	34224490	46492797365.2695	9.863	0.355	7.328	0.581	30.898	0.012	0.0	0.0	126.81	0	0	0
1972	Spain	ES	34604469	58971806626.9739	10.101	1.044	7.872	1.063	32.54	0.014	0.0	0.0	135.627	0	0	0
1973	Spain	ES	34988947	78425934894.3461	9.893	1.008	6.454	1.491	39.138	0.013	0.0	0.0	155.519	0	0	0
1974	Spain	ES	35373335	97009800115.3735	9.582	1.26	6.997	1.631	41.081	0.012	0.0	0.0	162.11	0	0	0
1975	Spain	ES	35757900	114465300289.855	10.619	1.3	5.896	1.707	42.652	0.026	0.0	0.0	168.357	0	0	0
1976	Spain	ES	36137812	118185307386.222	10.285	1.492	4.697	1.71	48.346	0.042	0.0	0.0	185.229	0	0	0
1977	Spain	ES	36511638	132089531434.83	11.017	1.435	8.968	1.476	45.508	0.07	0.0	0.0	179.053	0	0	0
1978	Spain	ES	36864898	160163483072.917	9.468	1.47	9.138	1.726	46.394	0.072	0.0	0.0	173.023	0	0	0
1979	Spain	ES	37191330	214019077342.588	10.791	1.42	10.535	1.516	49.146	0.057	0.0	0.0	185.119	0	0	0
1980	Spain	ES	37491165	232134606637.271	12.439	1.821	6.687	1.174	52.153	0.082	0.0	0.0	205.902	0	0	0
1981	Spain	ES	37758631	202257045774.013	15.345	2.079	4.965	2.166	50.358	0.096	0.0	0.0	208.524	12.057	0	0
1982	Spain	ES	37986012	195464408602.151	17.005	2.267	5.959	1.985	47.76	0.11	0.0	0.0	207.995	12.949	0	0
1983	Spain	ES	38171525	170486866357.309	17.886	2.452	6.121	2.413	47.775	0.127	0.0	0.0	210.164	13.154	0	0
1984	Spain	ES	38330364	171635463361.623	18.184	2.011	7.125	5.225	44.779	0.124	0.0	0.0	200.665	13.026	0	0
1985	Spain	ES	38469512	180302412230.92	17.978	2.133	7.081	6.346	42.88	0.138	0.0	0.0	193.46	12.916	0	0
1986	Spain	ES	38584624	250638463466.793	18.63	2.513	5.996	8.477	42.723	0.122	0.0	0.0	196.816	13.234	0	0
1987	Spain	ES	38684815	317882187036.787	18.074	2.69	6.197	9.34	44.727	0.127	0.0	0.0	203.997	11.494	0	0
1988	Spain	ES	38766939	375138723325.239	15.682	3.471	7.977	11.421	45.778	0.152	0.0	0.0	196.662	10.888	0	0
