year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Italy	IT	52112350	67978153850.5191	8.626	6.341	9.647	0.809	52.29	0.606	0.0	0.0	204.869	0	2.278	0
1966	Italy	IT	52519000	73654870011.2757	8.972	6.924	9.893	0.889	57.651	0.758	0.0	0.0	222.681	0	1.85	0
1967	Italy	IT	52900500	81133120065.4202	9.832	7.563	9.58	0.725	63.717	0.786	0.0	0.0	246.181	0	1.723	0
1968	Italy	IT	53235750	87942231678.3505	9.522	8.882	9.657	0.593	70.259	0.818	0.0	0.0	266.465	0	1.627	0
1969	Italy	IT	53537950	97085082807.3751	9.774	9.752	9.315	0.387	77.334	0.863	0.0	0.0	288.272	0	1.591	0
1970	Italy	IT	53821850	113021272614.622	9.87	10.52	9.135	0.732	87.333	0.957	0.0	0.0	320.447	0	1.502	10.818
1971	Italy	IT	54073490	124261125780.275	9.535	10.868	8.843	0.775	93.821	0.952	0.0	0.0	342.365	0	1.353	11.023
1972	Italy	IT	54381345	144780888114.21	8.873	12.463	9.356	0.869	98.188	0.861	0.0	0.0	357.903	0	1.21	11.683
1973	Italy	IT	54751406	174913182995.683	9.003	14.001	8.491	0.689	103.557	0.87	0.0	0.0	374.992	0	1.105	12.618
1974	Italy	IT	55110868	198906211372.432	9.804	15.747	8.552	0.737	100.755	0.961	0.0	0.0	375.054	0	1.104	12.595
1975	Italy	IT	55441001	226944778173.191	9.83	18.145	9.282	0.754	94.531	0.902	0.0	0.0	362.218	0	1.235	12.005
1976	Italy	IT	55718260	223976031867.876	9.747	21.971	8.865	0.859	98.819	0.863	0.0	0.0	381.004	0	1.293	12.9
1977	Italy	IT	55955411	256746611586.57	9.585	22.438	11.571	0.763	96.064	0.844	0.0	0.0	375.713	0	1.246	11.317
1978	Italy	IT	56155143	314019079397.673	9.75	22.106	10.293	1.002	99.775	0.862	0.0	0.0	376.617	0	1.489	11.303
1979	Italy	IT	56317749	392378586343.51	10.7	22.711	10.397	1.053	103.195	0.866	0.0	0.0	388.948	0	1.717	11.028
1980	Italy	IT	56433883	475682508026.227	12.554	22.542	10.238	1.107	97.897	0.896	0.0	0.0	384.288	0	1.707	10.263
1981	Italy	IT	56501675	429282144779.424	12.866	21.857	9.738	1.178	95.658	0.785	0.0	0.0	375.611	0	1.487	11.501
1982	Italy	IT	56543548	425863253400.143	14.385	21.781	9.382	2.093	90.693	0.797	0.0	0.0	371.094	0	1.763	11.809
1983	Italy	IT	56564074	441580964558.899	13.464	22.398	9.378	1.863	89.198	0.768	0.0	0.0	352.454	0	2.241	10.589
1984	Italy	IT	56576718	436443282455.367	15.27	26.387	9.594	1.511	84.861	0.786	0.0	0.0	353.185	0	2.273	11.207
1985	Italy	IT	56593071	450725817665.551	15.076	26.819	9.298	1.589	84.394	0.727	0.0	0.0	349.971	0	2.384	11.538
1986	Italy	IT	56596155	638273988310.17	14.819	28.356	9.299	1.982	86.45	0.833	0.0	0.0	360.007	0	2.558	12.93
1987	Italy	IT	56601931	803055421720.944	14.71	31.454	8.939	0.039	90.14	0.884	0.0	0.0	375.398	0	3.935	13.252
1988	Italy	IT	56629288	888667916542.696	13.788	34.123	9.204	0.0	91.69	0.904	0.0	0.0	380.288	0	4.837	13.469
1989	Italy	IT	56671781	925598071408.411	14.386	36.911	7.706	0.0	93.806	0.749	0.0	0.0	400.85	0	4.604	13.767
1990	Italy	IT	56719240	1177326298642.53	14.081	39.059	7.156	0.0	93.622	0.773	0.001	0.0	399.754	0	4.668	14.03
1991	Italy	IT	56758521	1242109402060.25	13.824	41.495	9.558	0.0	92.444	0.765	0.001	0.001	402.537	0	4.332	14.111
