year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1985	Ukraine	UA	50917000	NA	76.989	78.41	2.424	12.062	64.328	0.0	0.0	0.0	675.643	83.651	0	34.925
1986	Ukraine	UA	51097000	NA	76.479	82.751	2.411	9.664	64.533	0.0	0.0	0.0	684.184	85.497	0	32.335
1987	Ukraine	UA	51293000	64087694038.2333	75.778	84.543	2.171	11.41	67.077	0.0	0.0	0.0	692.803	84.958	0	28.995
1988	Ukraine	UA	51521000	74703517902.6642	71.486	89.593	2.7	16.292	61.579	0.0	0.0	0.0	671.7	84.856	0	26.389
1989	Ukraine	UA	51773000	82709161099.1244	65.21	90.57	2.292	15.051	58.837	0.0	0.0	0.0	641.213	79.776	0	25.086
1990	Ukraine	UA	51892000	81456918678.5008	75.121	111.6	2.426	17.24	63.797	0.0	0.0	0.0	744.207	75.685	0	22.887
1991	Ukraine	UA	52000470	77464561149.5103	62.485	106.046	2.7	17.003	58.122	0.0	0.0	0.0	667.273	63.043	0	19.873
1992	Ukraine	UA	52150266	73942235330.437	64.327	90.407	1.832	16.691	42.873	0.0	0.0	0.0	592.739	61.066	0	17.104
1993	Ukraine	UA	52179210	65648559903.0571	56.497	81.122	2.537	17.028	24.959	0.0	0.0	0.0	487.713	52.666	0	15.638
1994	Ukraine	UA	51921041	52549555149.1978	46.607	71.023	2.789	15.581	19.931	0.0	0.0	0.0	409.336	44.099	0	14.824
1995	Ukraine	UA	51512299	48213868178.0873	42.444	66.543	2.297	15.96	19.016	0.0	0.0	0.0	380.511	37.241	0	14.824
1996	Ukraine	UA	51057189	44558077827.135	33.45	72.0	2.0	18.009	14.316	0.0	0.0	0.0	342.823	33.097	0	14.987
1997	Ukraine	UA	50594105	50150399791.647	38.221	64.833	2.271	17.977	13.902	0.0	0.0	0.0	343.551	33.959	0	15.209
1998	Ukraine	UA	50143939	41883241471.7365	37.052	60.027	3.597	17.028	14.381	0.001	0.0	0.001	329.309	34.426	0	14.635
1999	Ukraine	UA	49673350	31580639045.454	38.647	63.774	3.282	16.309	12.798	0.001	0.0	0.001	339.176	36.287	0	14.752
2000	Ukraine	UA	49175848	31261527363.144	39.175	63.855	2.591	17.503	12.063	0.001	0.0	0.001	339.097	36.073	0	14.566
2001	Ukraine	UA	48683865	38009344576.6088	39.829	61.9	2.761	17.238	13.453	0.003	0.0	0.003	339.155	35.6	0	14.905
2002	Ukraine	UA	48202500	42392896031.2394	39.1	60.923	2.215	17.65	13.259	0.005	0.0	0.005	333.981	35.874	0	15.312
2003	Ukraine	UA	47812950	50132953288.203	40.453	62.145	2.093	18.438	13.646	0.005	0.0	0.005	341.143	34.581	0	15.801
2004	Ukraine	UA	47451600	64883060725.7003	39.281	61.656	2.693	19.686	14.35	0.005	0.0	0.005	327.008	34.387	0	16.534
2005	Ukraine	UA	47105150	86142018069.3504	37.521	62.145	2.806	20.093	13.668	0.008	0.0	0.008	313.177	34.946	0	16.697
2006	Ukraine	UA	46787750	107753069306.931	39.822	60.271	2.906	20.416	14.238	0.008	0.0	0.008	321.258	35.678	0	16.86
2007	Ukraine	UA	46509350	142719009900.99	39.759	56.851	2.287	20.94	14.44	0.073	0.0	0.01	315.515	34.021	0	16.86
2008	Ukraine	UA	46258200	179992405832.321	41.798	54.0	2.567	20.329	14.171	0.07	0.0	0.01	317.443	34.352	0	17.104
2009	Ukraine	UA	46053300	117227769791.56	35.87	42.091	2.663	18.764	13.507	0.041	0.0	0.009	271.865	31.817	0	17.348
2010	Ukraine	UA	45870700	136013155905.036	38.251	46.955	2.931	20.173	12.606	0.054	0.0	0.011	286.984	31.75	0	16.664
2011	Ukraine	UA	45706100	163159671670.265	41.49	48.303	2.372	20.421	13.082	0.057	0.007	0.02	303.073	36.258	0	16.86
2012	Ukraine	UA	45593300	175781379051.433	42.545	44.612	2.371	20.396	12.533	0.171	0.075	0.065	296.791	37.975	0	16.697
2013	Ukraine	UA	45489600	183310146378.081	41.625	38.939	3.123	18.828	11.904	0.296	0.129	0.145	281.286	36.605	0	17.348
2014	Ukraine	UA	45271947	133503411375.739	35.576	33.118	1.918	20.0	10.255	0.382	0.097	0.256	241.539	25.861	0	16.371
2015	Ukraine	UA	45154029	90615023323.7353	27.344	25.912	1.221	19.828	9.177	0.386	0.108	0.245	190.295	16.393	0	16.127
2016	Ukraine	UA	45154029	NA	31.517	26.074	1.619	18.317	9.122	0.339	0.09	0.217	206.897	17.149	0	16.0
