year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Total Middle East	BP_TME	56335268	14093261081.3083424	0.218	3.355	0.531	0.0	44.185	0.0	0.0	0.0	139.986	0	418.666	0
1966	Total Middle East	BP_TME	58014941	15229560308.6328281	0.238	3.761	0.576	0.0	45.455	0.0	0.0	0.0	145.043	0	467.056	0
1967	Total Middle East	BP_TME	59825141	16346415042.981361	0.263	4.428	0.64	0.0	46.93	0.0	0.0	0.0	151.385	0	499.778	0
1968	Total Middle East	BP_TME	61649560	25493816481.862373	0.289	5.342	0.697	0.0	48.512	0.0	0.0	0.0	158.614	0	562.457	0
1969	Total Middle East	BP_TME	63549592	28519810153.284247	0.318	6.431	0.768	0.0	50.104	0.0	0.0	0.0	166.343	0	617.297	0
1970	Total Middle East	BP_TME	65526060	32115015083.025452	0.35	8.812	0.81	0.0	51.818	0.0	0.0	0.0	175.591	0	692.429	9.659
1971	Total Middle East	BP_TME	67554837	38470925601.512078	0.249	9.682	0.849	0.0	54.537	0.0	0.0	0.0	185.184	0	814.096	15.154
1972	Total Middle East	BP_TME	69634865	47604294207.408949	0.384	10.889	1.034	0.0	58.502	0.0	0.0	0.0	200.21	0	908.273	18.785
1973	Total Middle East	BP_TME	71854298	67723858118.659710	0.648	13.287	0.849	0.0	63.069	0.0	0.0	0.0	221.103	0	1054.953	21.425
1974	Total Middle East	BP_TME	74158958	140534169376.79458	0.705	13.991	1.091	0.0	67.104	0.0	0.0	0.0	233.896	0	1088.96	22.466
1975	Total Middle East	BP_TME	76581888	149859915649.74314	1.298	15.717	1.232	0.0	64.609	0.0	0.0	0.0	231.566	0	980.265	24.697
1976	Total Middle East	BP_TME	79141156	190494115577.89147	1.28	17.031	1.432	0.0	73.891	0.0	0.0	0.0	263.115	0	1113.238	25.724
1977	Total Middle East	BP_TME	81840936	219303562941.92767	1.294	19.828	1.607	0.0	83.593	0.0	0.0	0.0	298.494	0	1118.096	29.097
1978	Total Middle East	BP_TME	84708870	230161021176.36872	0.796	21.64	2.223	0.0	90.418	0.0	0.0	0.0	312.943	0	1064.526	28.119
1979	Total Middle East	BP_TME	87807453	305177794377.94198	1.142	29.223	2.179	0.0	102.75	0.0	0.0	0.0	370.038	0	1089.097	34.271
1980	Total Middle East	BP_TME	91136332	396688970319.25060	1.204	29.348	2.193	0.0	96.822	0.0	0.0	0.0	354.442	0	934.525	31.85
1981	Total Middle East	BP_TME	94691784	410822456490.59083	1.01	31.873	2.305	0.0	105.76	0.0	0.0	0.0	380.855	0.555	797.453	34.449
1982	Total Middle East	BP_TME	98457243	407677043339.78603	1.911	35.542	2.396	0.0	115.894	0.0	0.0	0.0	422.056	0.624	660.296	38.433
1983	Total Middle East	BP_TME	102379395	415088675484.08400	2.322	36.37	2.309	0.0	127.79	0.0	0.0	0.0	460.729	0.624	578.361	38.798
1984	Total Middle East	BP_TME	106363508	418346189094.60143	2.679	46.83	2.341	0.0	138.977	0.0	0.0	0.0	516.667	0.638	551.119	49.694
1985	Total Middle East	BP_TME	110386670	419138746294.84685	2.815	50.534	2.292	0.0	147.043	0.0	0.0	0.0	549.21	0.68	516.492	53.748
1986	Total Middle East	BP_TME	114411203	425913931090.86183	3.004	60.653	2.517	0.0	146.455	0.0	0.0	0.0	559.886	0.653	639.26	64.361
