year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Total North America	BP_TNA	214031100	797723909391.131	307.992	425.363	73.53	0.9	619.4	0.078	0.0	0.0	3957.046	0	489.623	0
1966	Total North America	BP_TNA	216659000	875492805408.936	321.908	458.612	76.69	1.354	650.326	0.087	0.0	0.0	4176.665	0	521.241	0
1967	Total North America	BP_TNA	219176000	926623934246.798	316.156	482.815	84.042	1.858	677.387	0.107	0.0	0.0	4293.631	0	557.387	0
1968	Total North America	BP_TNA	221503000	1013409031841.72	328.005	517.878	85.333	3.192	724.553	0.142	0.0	0.0	4553.436	0	581.9	0
1969	Total North America	BP_TNA	223759000	1097952410241.71	328.736	559.723	94.539	3.437	763.831	0.181	0.0	0.0	4757.8	0	596.535	0
1970	Total North America	BP_TNA	226431000	1163966395224.42	327.065	591.151	95.9	5.428	796.907	0.186	0.0	0.0	4922.0	0	627.737	603.179
1971	Total North America	BP_TNA	229361135	1267253061477.52	309.716	610.679	100.407	9.981	823.873	0.183	0.0	0.0	4977.505	0	625.159	622.741
1972	Total North America	BP_TNA	231943831	1395767220992.02	321.009	621.479	105.323	14.401	889.451	0.407	0.0	0.0	5231.921	0	639.699	627.645
1973	Total North America	BP_TNA	234332208	1560140359214.08	344.113	620.386	107.1	23.119	939.446	0.559	0.0	0.0	5462.181	0	640.826	631.843
1974	Total North America	BP_TNA	236681487	1709546297648.26	336.755	601.777	118.116	30.293	911.158	0.727	0.0	0.0	5308.517	0	618.209	605.641
1975	Total North America	BP_TNA	239235000	1863102029787.65	336.585	558.381	116.855	43.758	896.55	0.915	0.0	0.0	5176.42	0	591.501	567.712
1976	Total North America	BP_TNA	241606200	2084548864401.62	362.171	568.575	115.379	49.116	962.149	1.194	0.0	0.0	5485.779	0	578.058	563.384
1977	Total North America	BP_TNA	244088400	2298010156934.65	376.457	560.923	100.381	65.812	1011.146	1.323	0.0	0.0	5675.749	0	592.744	569.403
1978	Total North America	BP_TNA	246674600	2575679667449.81	368.452	566.352	117.559	73.287	999.033	1.164	0.0	0.0	5625.197	0	626.088	568.018
1979	Total North America	BP_TNA	249385800	2875732302185.42	399.494	587.215	116.887	68.274	987.438	1.556	0.0	0.0	5757.61	0	643.926	592.048
1980	Total North America	BP_TNA	251872670	3136972126345.01	413.148	577.649	117.988	67.897	927.648	1.794	0.0	0.0	5613.621	0	670.651	588.442
1981	Total North America	BP_TNA	254421050	3517909963656.99	425.559	565.668	116.801	73.102	872.546	2.075	0.0	0.0	5444.253	487.943	682.154	582.578
1982	Total North America	BP_TNA	256921449	3659283025119.14	412.483	535.346	134.936	76.028	825.185	1.992	0.0	0.0	5195.431	496.292	706.3	551.393
1983	Total North America	BP_TNA	259303930	3979574111781.89	428.366	505.124	141.534	80.95	813.806	2.297	0.001	0.001	5153.33	462.665	708.648	504.226
1984	Total North America	BP_TNA	261583423	4397051258071.62	460.864	540.064	144.238	89.853	842.271	2.858	0.001	0.001	5396.659	533.095	728.264	544.569
